"Language","Endonym","World Region","Country","Global Speakers","Language Family","Location","Size","Status"
"Sema","Sümi","Southern Asia","India","350,000","Sino-Tibetan","Flatbush","Smallest","Residential"
"Senoufo","Senoufo","Western Africa","Ivory Coast,
Mali","3,000,000","Atlantic-Congo","Central Harlem","Small","Residential"
"Senoufo","Senoufo","Western Africa","Ivory Coast,
Mali","3,000,000","Atlantic-Congo","Concourse","Small","Residential"
"Serbian","Српски","Southern Europe","Serbia,
Bosnia and Herzegovina","8,779,176","Indo-European","Elizabeth (NJ)","Medium","Residential"
"Serbian","Српски","Southern Europe","Serbia,
Bosnia and Herzegovina","8,779,176","Indo-European","Flatiron","Medium","Community"
"Serbian","Српски","Southern Europe","Serbia,
Bosnia and Herzegovina","8,779,176","Indo-European","Glendale","Medium","Residential"
"Serer","Seereer","Western Africa","Senegal,
Gambia","1,410,700","Atlantic-Congo","Central Harlem","Medium","Residential"
"Serer","Seereer","Western Africa","Senegal,
Gambia","1,410,700","Atlantic-Congo","Parkchester","Medium","Residential"
"Seychellois Creole","Seselwa","Eastern Africa","Seychelles","80,200","Indo-European","Murray Hill","Smallest","Community"
"Shan","လိၵ်ႈတႆး","Southeastern Asia","Myanmar,
Thailand","3,295,000","Tai-Kadai","Glendale","Smallest","Community"
"Shan","လိၵ်ႈတႆး","Southeastern Asia","Myanmar,
Thailand","3,295,000","Tai-Kadai","Prospect Heights","Smallest","Community"
"Shan","လိၵ်ႈတႆး","Southeastern Asia","Myanmar,
Thailand","3,295,000","Tai-Kadai","Elmhurst","Smallest","Residential"
"Shanghainese","上海话","Eastern Asia","China","14,000,000","Sino-Tibetan","Flushing","Medium","Residential"
"Shanghainese","上海话","Eastern Asia","China","14,000,000","Sino-Tibetan","Chinatown","Medium","Residential"
"Shapsug","Шапсыгъ","Western Asia","Turkey","810,000","Abkhaz-Adyge","Wayne (NJ)","Smallest","Residential"
"Sharchop","ཆང་ལོ་ཁ་","Southern Asia","Bhutan,
India","98,800","Sino-Tibetan","Sunnyside","Small","Residential"
"Sherpa","ཤར་པའི་སྐད་","Southern Asia","Nepal,
India","169,980","Sino-Tibetan","Walkill (NY)","Smallest","Community"
"Sherpa","ཤར་པའི་སྐད་","Southern Asia","Nepal,
India","169,980","Sino-Tibetan","Elmhurst","Medium","Residential"
"Sherpa","ཤར་པའི་སྐད་","Southern Asia","Nepal,
India","169,980","Sino-Tibetan","Flatbush","Smallest","Residential"
"Shina","شینا","Southern Asia","Pakistan,
India","644,200","Indo-European","Rego Park","Smallest","Residential"
"Shina","شینا","Southern Asia","Pakistan,
India","644,200","Indo-European","Borough Park","Smallest","Residential"
"Shinnecock","Shinnecock","Northern America","United States","","Algic","Shinnecock Reservation - Southampton (NY)","Medium","Reviving"
"Shona","ChiShona","Eastern Africa","Zimbabwe,
Zambia","9,037,290","Atlantic-Congo","Roosevelt Island","Smallest","Residential"
"Shuar","Šiwar Čičam","South America","Ecuador","42,300","Chicham","Corona","Smallest","Residential"
"Shughni","Xuǧnoni","Southern Asia","Tajikistan,
Afghanistan","95,000","Indo-European","Rego Park","Small","Residential"
"Shughni","Xuǧnoni","Southern Asia","Tajikistan,
Afghanistan","95,000","Indo-European","Bensonhurst","Smallest","Residential"
"Shupamem","ꛀꛣꚧꚳ","Middle Africa","Cameroon","420,000","Atlantic-Congo","Tremont","Small","Residential"
"Sichuanese","四川话","Eastern Asia","China","100,000,000","Sino-Tibetan","Flushing","Medium","Residential"
"Sicilian","Sicilianu","Southern Europe","Italy","4,700,000","Indo-European","Belmont","Small","Residential"
"Sicilian","Sicilianu","Southern Europe","Italy","4,700,000","Indo-European","Gravesend","Medium","Residential"
"Sicilian","Sicilianu","Southern Europe","Italy","4,700,000","Indo-European","Little Italy","Large","Historical"
"Sicilian","Sicilianu","Southern Europe","Italy","4,700,000","Indo-European","Bayonne (NJ)","Medium","Residential"
"Sicilian","Sicilianu","Southern Europe","Italy","4,700,000","Indo-European","Ridgewood","Small","Residential"
"Sicilian","Sicilianu","Southern Europe","Italy","4,700,000","Indo-European","Cobble Hill","Small","Residential"
"Sierra Leone Creole","Krio","Western Africa","Sierra Leone","5,758,640","Indo-European","Park Hill","Small","Residential"
"Sierra Leone Creole","Krio","Western Africa","Sierra Leone","5,758,640","Indo-European","Claremont","Small","Residential"
"Sierra Totonac","Totonako","Central America","Mexico","280,000","Totonacan","Clifton (NJ)","Smallest","Residential"
"Silesian","Ślōnskŏ Gŏdka","Eastern Europe","Poland,
Czech Republic","522,000","Indo-European","Greenpoint","Smallest","Residential"
"Sindhi","","Southern Asia","Pakistan,
India","24,625,591","Indo-European","Elmhurst","Small","Residential"
"Sindhi","","Southern Asia","Pakistan,
India","24,625,591","Indo-European","Gramercy","Smallest","Community"
"Sindhi","","Southern Asia","Pakistan,
India","24,625,591","Indo-European","Midwood","Small","Residential"
"Singlish","Singlish","Southeastern Asia","Singapore","","Indo-European","East Midtown","Smallest","Community"
"Sinhalese","සිංහල","Southern Asia","Sri Lanka","17,287,880","Indo-European","Clifton","Medium","Residential"
"Sinhalese","සිංහල","Southern Asia","Sri Lanka","17,287,880","Indo-European","Princeton (NJ)","Small","Community"
"Sinhalese","සිංහල","Southern Asia","Sri Lanka","17,287,880","Indo-European","Queens Village","Small","Residential"
"Siwi","سيوية","Northern Africa","Egypt","20,000","Afro-Asiatic","Astoria","Smallest","Residential"
"Slovak","Slovenčina","Eastern Europe","Slovakia,
Czech Republic","7,227,240","Indo-European","Greenpoint","Small","Residential"
"Slovak","Slovenčina","Eastern Europe","Slovakia,
Czech Republic","7,227,240","Indo-European","Yonkers (NY)","Small","Residential"
"Slovak","Slovenčina","Eastern Europe","Slovakia,
Czech Republic","7,227,240","Indo-European","Astoria","Small","Residential"
"Slovak","Slovenčina","Eastern Europe","Slovakia,
Czech Republic","7,227,240","Indo-European","Lenox Hill","Small","Residential"
"Slovenian","Slovenščina","Eastern Europe","Slovenia","2,226,650","Indo-European","Fairfield (CT)","Small","Residential"
"Slovenian","Slovenščina","Eastern Europe","Slovenia","2,226,650","Indo-European","Ridgewood","Smallest","Residential"
"Slovenian","Slovenščina","Eastern Europe","Slovenia","2,226,650","Indo-European","East Village","Small","Residential"
"Somali","Soomaali","Eastern Africa","Somalia,
Ethiopia","16,321,530","Afro-Asiatic","Central Harlem","Small","Residential"
"Songhay","Songhay","Western Africa","Mali,
Niger","","Songhay","Kingsbridge","Small","Residential"
"Songhay","Songhay","Western Africa","Mali,
Niger","","Songhay","Central Harlem","Smallest","Residential"
"Soninke","Sooninkan","Western Africa","Mali,
Senegal,
Gambia","2,138,110","Mande","Fordham","Large","Residential"
"Soninke","Sooninkan","Western Africa","Mali,
Senegal,
Gambia","2,138,110","Mande","Hamilton Heights","Small","Residential"
"Sorani Kurdish","سۆرانی","Western Asia","Iraq","8,000,000","Indo-European","East Midtown","Smallest","Residential"
"South African English","South African English","Southern Africa","South Africa","","Indo-European","Murray Hill","Medium","Community"
"South Levantine Arabic","","Western Asia","Israel,
Jordan","6,700,000","Afro-Asiatic","Bay Ridge","Large","Residential"
"South Levantine Arabic","","Western Asia","Israel,
Jordan","6,700,000","Afro-Asiatic","Paterson (NJ)","Large","Residential"
"Southern Lazio","Ciociaro","Southern Europe","Italy","","Indo-European","Douglaston-Little Neck","Small","Residential"
"Spanglish","Spanglish","Northern America","United States","58,200,000","Indo-European","East Village","Largest","Residential"
"Spanglish","Spanglish","Northern America","United States","58,200,000","Indo-European","East Harlem","Largest","Residential"
"Sranan Tongo","Sranan Tongo","South America","Suriname","715,700","Indo-European","South Ozone Park","Smallest","Residential"
"Sri Lankan English","Sri Lankan English","Southern Asia","Sri Lanka","","Indo-European","Stapleton","Medium","Residential"
"Sri Lankan Malay","Melayu","Southern Asia","Sri Lanka","46,000","Austronesian","Tompkinsville","Smallest","Residential"
"Sri Lankan Tamil","","Southern Asia","Sri Lanka","3,000,000","Dravidian","Grymes Hill","Small","Residential"
"Sri Lankan Tamil","","Southern Asia","Sri Lanka","3,000,000","Dravidian","Queens Village","Small","Residential"
"St. Kitts Creole","Creole","Caribbean","Saint Kitts and Nevis","39,000","Indo-European","Co-op City","Small","Residential"
"St. Lucian Creole (English)","St. Lucian Creole (English)","Caribbean","Saint Lucia","357,153","Indo-European","East Flatbush","Medium","Residential"
"St. Lucian Creole (French)","Kwéyòl","Caribbean","Saint Lucia","357,153","Indo-European","East Flatbush","Medium","Residential"
"Sudanese Arabic","","Northern Africa","Sudan,
South Sudan","31,940,300","Afro-Asiatic","Carroll Gardens","Small","Community"
"Sundanese","Basa Sunda","Southeastern Asia","Indonesia","32,400,000","Austronesian","Astoria","Small","Community"
"Sundanese","Basa Sunda","Southeastern Asia","Indonesia","32,400,000","Austronesian","Elmhurst","Medium","Residential"
"Sunwar","","Southern Asia","Nepal","39,760","Sino-Tibetan","Elmhurst","Small","Residential"
"Susu","Sosoxui","Western Africa","Guinea,
Sierra Leone","1,610,110","Mande","Concourse","Small","Residential"
"Susu","Sosoxui","Western Africa","Guinea,
Sierra Leone","1,610,110","Mande","East Harlem","Small","Residential"
"Svan","","Western Asia","Georgia,
Russia","14,071","Kartvelian","Bensonhurst","Smallest","Residential"
"Swabian","Schwäbisch","Western Europe","Germany","820,000","Indo-European","East Village","Large","Historical"
"Swahili","Kiswahili","Eastern Africa","Tanzania,
Kenya","18,027,740","Atlantic-Congo","Jersey City (NJ)","Small","Residential"
"Swahili","Kiswahili","Eastern Africa","Tanzania,
Kenya","18,027,740","Atlantic-Congo","Bedford-Stuyvesant","Smallest","Residential"
"Swahili","Kiswahili","Eastern Africa","Tanzania,
Kenya","18,027,740","Atlantic-Congo","Central Harlem","Small","Residential"
"Swati","SiSwati","Southern Africa","Eswatini,
South Africa","4,843,200","Atlantic-Congo","East Midtown","Smallest","Community"
"Swedish","Svenska","Northern Europe","Sweden,
Finland","12,804,900","Indo-European","Sunset Park","Medium","Residential"
"Swedish","Svenska","Northern Europe","Sweden,
Finland","12,804,900","Indo-European","Midtown","Medium","Community"
"Swedish","Svenska","Northern Europe","Sweden,
Finland","12,804,900","Indo-European","Financial District","Smallest","Historical"
"Swiss German","Schwiizerdütsch","Western Europe","Switzerland,
France","5,724,200","Indo-European","Murray Hill","Medium","Community"
"Sylheti","ꠍꠤꠟꠐꠤ","Southern Asia","Bangladesh,
India","11,800,000","Indo-European","Norwood","Medium","Residential"
"Sylheti","ꠍꠤꠟꠐꠤ","Southern Asia","Bangladesh,
India","11,800,000","Indo-European","Ozone Park","Medium","Residential"
"Sylheti","ꠍꠤꠟꠐꠤ","Southern Asia","Bangladesh,
India","11,800,000","Indo-European","East Village","Small","Residential"
"Sylheti","ꠍꠤꠟꠐꠤ","Southern Asia","Bangladesh,
India","11,800,000","Indo-European","Kensington","Large","Residential"
"Sylheti","ꠍꠤꠟꠐꠤ","Southern Asia","Bangladesh,
India","11,800,000","Indo-European","Astoria","Medium","Residential"
"Syriac","ܣܘܪܝܝܐ","Western Asia","Syria,
Lebanon","","Afro-Asiatic","Paramus (NJ)","Small","Liturgical"
"Syriac","ܣܘܪܝܝܐ","Western Asia","Syria,
Lebanon","","Afro-Asiatic","Boerum Hill","Small","Liturgical"
"Syrian Judeo-Arabic","","Western Asia","United States,
Israel,
Syria","","Afro-Asiatic","Gravesend","Medium","Residential"
"Syrian Judeo-Arabic","","Western Asia","United States,
Israel,
Syria","","Afro-Asiatic","Deal (NJ)","Medium","Residential"
"Syrian Judeo-Arabic","","Western Asia","United States,
Israel,
Syria","","Afro-Asiatic","Lower East Side","Medium","Historical"
"Syro-Malankara Syriac","ܣܘܪܝܝܐ","Southern Asia","India","","Afro-Asiatic","Floral Park (NY)","Small","Liturgical"
"Tagalog","Tagalog","Southeastern Asia","Philippines","23,808,890","Austronesian","Morrisania","Medium","Residential"
"Tagalog","Tagalog","Southeastern Asia","Philippines","23,808,890","Austronesian","East Village","Medium","Residential"
"Tagalog","Tagalog","Southeastern Asia","Philippines","23,808,890","Austronesian","Jamaica","Medium","Residential"
"Tagalog","Tagalog","Southeastern Asia","Philippines","23,808,890","Austronesian","Jersey City (NJ)","Large","Residential"
"Tagalog","Tagalog","Southeastern Asia","Philippines","23,808,890","Austronesian","Woodside","Largest","Residential"
"Tagalog","Tagalog","Southeastern Asia","Philippines","23,808,890","Austronesian","DUMBO","Medium","Historical"
"Taishanese","台山话","Eastern Asia","China","2,300,000","Sino-Tibetan","Little Italy","Large","Residential"
"Taishanese","台山话","Eastern Asia","China","2,300,000","Sino-Tibetan","Flushing","Medium","Residential"
"Taishanese","台山话","Eastern Asia","China","2,300,000","Sino-Tibetan","Mapleton","Medium","Residential"
"Taiwanese","臺語","Eastern Asia","China,
Taiwan","16,000,000","Sino-Tibetan","Sunset Park","Medium","Residential"
"Taiwanese","臺語","Eastern Asia","China,
Taiwan","16,000,000","Sino-Tibetan","Flushing","Large","Residential"
"Tajik","Тоҷики","Central Asia","Tajikistan,
Uzbekistan","7,987,320","Indo-European","Forest Hills","Medium","Residential"
"Tajik","Тоҷики","Central Asia","Tajikistan,
Uzbekistan","7,987,320","Indo-European","Sheepshead Bay","Medium","Residential"
"Tamang","तामाङ","Southern Asia","Nepal,
India","1,370,000","Sino-Tibetan","Ridgewood","Smallest","Residential"
"Tamang","तामाङ","Southern Asia","Nepal,
India","1,370,000","Sino-Tibetan","Woodside","Medium","Residential"
"Tamil","தமிழ்","Southern Asia","India","80,989,130","Dravidian","Bridgewater (NJ)","Medium","Residential"
"Tamil","தமிழ்","Southern Asia","India","80,989,130","Dravidian","Gramercy","Small","Community"
"Tamil","தமிழ்","Southern Asia","India","80,989,130","Dravidian","Douglaston-Little Neck","Medium","Residential"
"Tamil","தமிழ்","Southern Asia","India","80,989,130","Dravidian","Jersey City (NJ)","Medium","Residential"
"Tanchangya","𑄖𑄧𑄐𑄴𑄌𑄧𑄁𑄉𑄴𑄡","Southern Asia","Bangladesh","22,000","Indo-European","Jackson Heights","Smallest","Residential"
"Tangkhul","Tangkhul","Southern Asia","India","67,000","Sino-Tibetan","East Orange (NJ)","Smallest","Residential"
"Tarifit","ⵜⴰⵔⵉⴼⵉⵜ","Northern Africa","Morocco,
Algeria","4,366,000","Afro-Asiatic","Astoria","Smallest","Residential"
"Tashelhyt","ⵜⴰⵛⵍⵃⵉⵜ","Northern Africa","Morocco","7,066,000","Afro-Asiatic","Astoria","Small","Residential"
"Tatar","Tatarca","Eastern Europe","Russia,
Turkey","5,009,510","Turkic","Williamsburg","Small","Historical"
"Tatar","Tatarca","Eastern Europe","Russia,
Turkey","5,009,510","Turkic","College Point","Small","Residential"
"Tausug","Bahasa Sūg","Southeastern Asia","Philippines,
Malaysia","946,000","Austronesian","Woodside","Smallest","Residential"
"Tawala","Tawala","Melanesia","Papua New Guinea","20,000","Austronesian","Valley Stream (NY)","Smallest","Residential"
"Taíno","Taíno","Caribbean","United States,
Dominican Republic","","Arawakan","Inwood","Small","Reviving"
"Tedim Chin","Lai Holh","Southeastern Asia","Myanmar,
India","411,000","Sino-Tibetan","Glendale","Smallest","Community"
"Telugu","తెలుగు","Southern Asia","India","93,040,340","Dravidian","Jersey City (NJ)","Small","Residential"
"Telugu","తెలుగు","Southern Asia","India","93,040,340","Dravidian","Edison (NJ)","Large","Residential"
"Telugu","తెలుగు","Southern Asia","India","93,040,340","Dravidian","Bayside","Medium","Residential"
"Tem","Kotokoli","Western Africa","Togo,
Ghana","381,300","Atlantic-Congo","Charlotte Gardens","Small","Residential"
"Temne","","Western Africa","Sierra Leone","1,870,000","Atlantic-Congo","Park Hill","Small","Residential"
"Temne","","Western Africa","Sierra Leone","1,870,000","Atlantic-Congo","Jamaica","Smallest","Residential"
"Temne","","Western Africa","Sierra Leone","1,870,000","Atlantic-Congo","Tremont","Smallest","Residential"
"Teochew","潮州话","Eastern Asia","China,
Thailand","50,462,190","Sino-Tibetan","Chinatown","Small","Residential"
"Teochew","潮州话","Eastern Asia","China,
Thailand","50,462,190","Sino-Tibetan","Yonkers (NY)","Small","Residential"
"Tepehua","Hamasipini","Central America","Mexico","8,900","Totonacan","Corona","Smallest","Residential"
"Tetum","Tetum","Southeastern Asia","Timor-Leste,
Indonesia","463,500","Austronesian","East Midtown","Smallest","Community"
"Thai","ภาษาไทย","Southeastern Asia","Thailand,
Cambodia","60,657,660","Tai-Kadai","Centereach (NY)","Small","Community"
"Thai","ภาษาไทย","Southeastern Asia","Thailand,
Cambodia","60,657,660","Tai-Kadai","Hell's Kitchen","Small","Community"
"Thai","ภาษาไทย","Southeastern Asia","Thailand,
Cambodia","60,657,660","Tai-Kadai","Elmhurst","Medium","Residential"
"Thai","ภาษาไทย","Southeastern Asia","Thailand,
Cambodia","60,657,660","Tai-Kadai","Mount Hope","Small","Community"
"Thakali","थकाली","Southern Asia","Nepal","6,000","Sino-Tibetan","Flatbush","Smallest","Residential"
"Thakali","थकाली","Southern Asia","Nepal","6,000","Sino-Tibetan","Jackson Heights","Smallest","Residential"
"Tharu","थारु","Southern Asia","Nepal,
India","2,000,000","Indo-European","Jackson Heights","Small","Residential"
"Tibetan","བོད་སྐད་","Eastern Asia","China,
India","1,186,710","Sino-Tibetan","Elmhurst","Medium","Residential"
"Tibetan","བོད་སྐད་","Eastern Asia","China,
India","1,186,710","Sino-Tibetan","Flatbush","Small","Residential"
"Tibetan","བོད་སྐད་","Eastern Asia","China,
India","1,186,710","Sino-Tibetan","Woodside","Medium","Residential"
"Tibetan","བོད་སྐད་","Eastern Asia","China,
India","1,186,710","Sino-Tibetan","Flatiron","Small","Liturgical"
"Tibetan","བོད་སྐད་","Eastern Asia","China,
India","1,186,710","Sino-Tibetan","Pelham Parkway","Smallest","Residential"
"Tibetan","བོད་སྐད་","Eastern Asia","China,
India","1,186,710","Sino-Tibetan","Walden (NY)","Small","Community"
"Tigre","ትግራይት","Eastern Africa","Eritrea,
Sudan","1,290,000","Afro-Asiatic","Castle Hill","Small","Residential"
"Tigrinya","ትግርኛ","Eastern Africa","Ethiopia,
Eritrea","7,659,780","Afro-Asiatic","Morningside Heights","Small","Residential"
"Tigrinya","ትግርኛ","Eastern Africa","Ethiopia,
Eritrea","7,659,780","Afro-Asiatic","Castle Hill","Small","Residential"
"Tiv","Tiv","Western Africa","Nigeria","4,000,000","Atlantic-Congo","Flatbush","Smallest","Residential"
"Tlapanec","Me'phaa","Central America","Mexico","37,500","Otomanguean","Mott Haven","Smallest","Residential"
"Tlapanec","Me'phaa","Central America","Mexico","37,500","Otomanguean","Hamilton Heights","Small","Residential"
"Tobagonian Creole","Dialect","Caribbean","Trinidad and Tobago","300,000","Indo-European","Canarsie","Small","Residential"
"Tok Pisin","Tok Pisin","Melanesia","Papua New Guinea","4,125,740","Indo-European","Murray Hill","Smallest","Community"
"Tokpe Gola","གྲོགས་པའི་སྒ་ལའ་སྐད་","Southern Asia","Nepal","3,500","Sino-Tibetan","Elmhurst","Smallest","Residential"
"Tonga","Chitonga","Eastern Africa","Zimbabwe,
Zambia","1,500,000","Atlantic-Congo","Central Harlem","Smallest","Residential"
"Tongan","Lea Fakatonga","Polynesia","Tonga","187,710","Austronesian","East Midtown","Smallest","Community"
"Tontemboan","Tontemboan","Southeastern Asia","Indonesia","150,000","Austronesian","Elmhurst","Smallest","Residential"
"Tosk Albanian","Shqip (Tosk)","Southern Europe","Albania","1,870,730","Indo-European","Jamaica Estates","Medium","Residential"
"Tosk Albanian","Shqip (Tosk)","Southern Europe","Albania","1,870,730","Indo-European","Bensonhurst","Medium","Residential"
"Tosk Albanian","Shqip (Tosk)","Southern Europe","Albania","1,870,730","Indo-European","Garfield (NJ)","Medium","Residential"
"Tosk Albanian","Shqip (Tosk)","Southern Europe","Albania","1,870,730","Indo-European","Belmont","Small","Residential"
"Tosk Albanian","Shqip (Tosk)","Southern Europe","Albania","1,870,730","Indo-European","Ridgewood","Medium","Residential"
"Trinidadian Creole","Trini Talk","Caribbean","Trinidad and Tobago","1,390,000","Indo-European","Canarsie","Large","Residential"
"Trinidadian Creole","Trini Talk","Caribbean","Trinidad and Tobago","1,390,000","Indo-European","Wakefield","Small","Residential"
"Trinidadian Creole","Trini Talk","Caribbean","Trinidad and Tobago","1,390,000","Indo-European","Prospect Lefferts Gardens","Largest","Residential"
"Trinidadian Creole","Trini Talk","Caribbean","Trinidad and Tobago","1,390,000","Indo-European","South Ozone Park","Largest","Residential"
"Tripuri","ককবরক‎","Southern Asia","India,
Bangladesh","958,000","Sino-Tibetan","Jackson Heights","Smallest","Residential"
"Triqui","Triqui","Central America","Mexico","25,000","Otomanguean","New Brunswick (NJ)","Small","Residential"
"Tsum","བཙུམ་སྐད་","Southern Asia","Nepal","4,790","Sino-Tibetan","Jackson Heights","Smallest","Residential"
"Tswana","Setswana","Southern Africa","Botswana,
South Africa","13,664,710","Atlantic-Congo","East Midtown","Smallest","Community"
"Tuareg","ⵜⴰⵎⴰⵌⴰⵆ","Northern Africa","Mali,
Niger","","Afro-Asiatic","Central Harlem","Small","Residential"
"Tulu","","Southern Asia","India","1,850,000","Dravidian","Murray Hill-QNS","Smallest","Residential"
"Tumbuka","Chitumbuka","Eastern Africa","Malawi,
Zambia","1,546,000","Atlantic-Congo","Central Harlem","Smallest","Residential"
"Tunisian Arabic","تونسي","Northern Africa","Tunisia","11,200,000","Afro-Asiatic","Astoria","Small","Residential"
"Tunisian Judeo-Arabic","","Northern Africa","Tunisia,
Israel","46,000","Afro-Asiatic","Midwood","Smallest","Residential"
"Turkish","Türkçe","Western Asia","Turkey,
Bulgaria","79,779,360","Turkic","Paterson (NJ)","Medium","Residential"
"Turkish","Türkçe","Western Asia","Turkey,
Bulgaria","79,779,360","Turkic","Sunnyside","Medium","Residential"
"Turkish","Türkçe","Western Asia","Turkey,
Bulgaria","79,779,360","Turkic","Brighton Beach","Medium","Residential"
"Turkish","Türkçe","Western Asia","Turkey,
Bulgaria","79,779,360","Turkic","Chelsea","Small","Historical"
"Turkmen","Türkmençe","Central Asia","Turkmenistan,
Afghanistan","6,765,590","Turkic","Bensonhurst","Smallest","Residential"
"Turoyo Neo-Aramaic","ܣܘܪܝܬ","Western Asia","Turkey,
Sweden","103,300","Afro-Asiatic","Haworth (NJ)","Small","Residential"
"Tuscan","Toscano","Southern Europe","Italy","","Indo-European","Greenwich Village","Small","Historical"
"Tuvan","Тыва","Eastern Europe","Russia,
Mongolia","297,000","Turkic","Brighton Beach","Smallest","Residential"
"Twi","Twi","Western Africa","Ghana","9,000,000","Atlantic-Congo","Park Hill","Small","Residential"
"Twi","Twi","Western Africa","Ghana","9,000,000","Atlantic-Congo","Fordham","Large","Residential"
"Twi","Twi","Western Africa","Ghana","9,000,000","Atlantic-Congo","Newark (NJ)","Small","Residential"
"Twi","Twi","Western Africa","Ghana","9,000,000","Atlantic-Congo","Prospect Lefferts Gardens","Medium","Residential"
"Tz'utujil","Tz'utujil","Central America","Guatemala","63,200","Mayan","Sunset Park","Smallest","Residential"
"Tz'utujil","Tz'utujil","Central America","Guatemala","63,200","Mayan","Paterson (NJ)","Smallest","Residential"
"Tzotzil","Bats'i K'op","Central America","Mexico","235,000","Mayan","Corona","Smallest","Residential"
"Tö Tibetan","སྟོད་སྐད་","Eastern Asia","China,
India","","Sino-Tibetan","Sunnyside","Medium","Residential"
"Ukrainian","Українська","Eastern Europe","Ukraine","33,082,790","Indo-European","South Bound Brook (NJ)","Medium","Community"
"Ukrainian","Українська","Eastern Europe","Ukraine","33,082,790","Indo-European","Ozone Park","Smallest","Residential"
"Ukrainian","Українська","Eastern Europe","Ukraine","33,082,790","Indo-European","East Village","Small","Residential"
"Ukrainian","Українська","Eastern Europe","Ukraine","33,082,790","Indo-European","Kerhonkson (NY)","Medium","Community"
"Ukrainian","Українська","Eastern Europe","Ukraine","33,082,790","Indo-European","Brighton Beach","Medium","Residential"
"Ukrainian","Українська","Eastern Europe","Ukraine","33,082,790","Indo-European","Williamsburg","Small","Residential"
"Ulster Scots","Ulstèr-Scotch","Northern Europe","United Kingdom,
Ireland","","Indo-European","Financial District","Medium","Historical"
"Umbundu","Úmbúndú","Middle Africa","Angola","6,000,000","Atlantic-Congo","Murray Hill","Smallest","Community"
"Unkechaug","Unkechaug","Northern America","United States","","Algic","Poospatuck Reservation - Mastic (NY)","Medium","Reviving"
"Urdu","اردو","Southern Asia","Pakistan,
India","170,208,780","Indo-European","Van Nest","Medium","Residential"
"Urdu","اردو","Southern Asia","Pakistan,
India","170,208,780","Indo-European","Jackson Heights","Large","Residential"
"Urdu","اردو","Southern Asia","Pakistan,
India","170,208,780","Indo-European","Park Hill","Medium","Residential"
"Urdu","اردو","Southern Asia","Pakistan,
India","170,208,780","Indo-European","Jersey City (NJ)","Large","Residential"
"Urdu","اردو","Southern Asia","Pakistan,
India","170,208,780","Indo-European","Jamaica","Large","Residential"
"Urdu","اردو","Southern Asia","Pakistan,
India","170,208,780","Indo-European","Flatbush","Large","Residential"
"Urhobo","Urhobo","Western Africa","Nigeria","546,000","Atlantic-Congo","Throgs Neck","Small","Residential"
"Uruguayan Spanish","Español Uruguayo","South America","Uruguay","","Indo-European","Jackson Heights","Small","Residential"
"Uyghur","ئۇيغۇر","Eastern Asia","China,
Kazakhstan","10,100,000","Turkic","Flushing","Smallest","Residential"
"Uyghur","ئۇيغۇر","Eastern Asia","China,
Kazakhstan","10,100,000","Turkic","Brighton Beach","Small","Residential"
"Uzbek","","Central Asia","Uzbekistan,
Tajikistan","25,164,820","Turkic","Dover (NJ)","Medium","Residential"
"Uzbek","","Central Asia","Uzbekistan,
Tajikistan","25,164,820","Turkic","Forest Hills","Small","Residential"
"Uzbek","","Central Asia","Uzbekistan,
Tajikistan","25,164,820","Turkic","Bensonhurst","Large","Residential"
"Vai","ꕙꔤ","Western Africa","Liberia,
Sierra Leone","186,800","Mande","Park Hill","Small","Residential"
"Venetian","Veneto","Southern Europe","Italy","7,852,500","Indo-European","Financial District","Smallest","Historical"
"Venezuelan Spanish","Español Venezolano","South America","Venezuela","30,000,000","Indo-European","Jackson Heights","Medium","Residential"
"Vietnamese","Tiếng Việt","Southeastern Asia","Vietnam,
Cambodia","76,950,770","Austroasiatic","Elmhurst","Medium","Residential"
"Vietnamese","Tiếng Việt","Southeastern Asia","Vietnam,
Cambodia","76,950,770","Austroasiatic","Lower East Side","Medium","Residential"
"Vietnamese","Tiếng Việt","Southeastern Asia","Vietnam,
Cambodia","76,950,770","Austroasiatic","Bensonhurst","Medium","Residential"
"Vietnamese","Tiếng Việt","Southeastern Asia","Vietnam,
Cambodia","76,950,770","Austroasiatic","Tremont","Medium","Residential"
"Vincentian Creole","Vincy","Caribbean","Saint Vincent and the Grenadines","117,000","Indo-European","Prospect Lefferts Gardens","Medium","Residential"
"Virgin Islands Creole","Dialect","Caribbean","United States","76,000","Indo-European","Concourse","Small","Residential"
"Volga Tatar","","Eastern Europe","Russia,
Kazakhstan","5,009,510","Turkic","Brighton Beach","Smallest","Residential"
"Wa","Va","Southeastern Asia","Myanmar","900,000","Austroasiatic","Elmhurst","Smallest","Residential"
"Wa","Va","Southeastern Asia","Myanmar","900,000","Austroasiatic","Glendale","Smallest","Community"
"Wa","Va","Southeastern Asia","Myanmar","900,000","Austroasiatic","Prospect Heights","Smallest","Community"
"Wakhi","","Southern Asia","Pakistan,
Tajikistan","58,000","Indo-European","Bensonhurst","Smallest","Residential"
"Wali","Wali","Western Africa","Ghana","140,000","Atlantic-Congo","Morris Heights","Smallest","Residential"
"Walloon","Walon","Western Europe","Belgium","600,000","Indo-European","Financial District","Smallest","Historical"
"Walung","ཧ་ལུང་སྐད​་","Southern Asia","Nepal","3,500","Sino-Tibetan","Jackson Heights","Smallest","Residential"
