revision_number,date,region,Residence,divorce_count,region_code
r_1,2012,Novo selo,Rural,2,VID30
r_1,2013,Novo selo,Total,-,VID30
r_1,2013,Novo selo,City/Urban,-,VID30
r_1,2013,Novo selo,Rural,-,VID30
r_1,2014,Novo selo,Total,1,VID30
r_1,2014,Novo selo,City/Urban,-,VID30
r_1,2014,Novo selo,Rural,1,VID30
r_1,2000,Ruzhintsi,Total,5,VID33
r_1,2000,Ruzhintsi,City/Urban,-,VID33
r_1,2000,Ruzhintsi,Rural,5,VID33
r_1,2001,Ruzhintsi,Total,7,VID33
r_1,2001,Ruzhintsi,City/Urban,-,VID33
r_1,2001,Ruzhintsi,Rural,7,VID33
r_1,2002,Ruzhintsi,Total,10,VID33
r_1,2002,Ruzhintsi,City/Urban,-,VID33
r_1,2002,Ruzhintsi,Rural,10,VID33
r_1,2003,Ruzhintsi,Total,7,VID33
r_1,2003,Ruzhintsi,City/Urban,-,VID33
r_1,2003,Ruzhintsi,Rural,7,VID33
r_1,2004,Ruzhintsi,Total,14,VID33
r_1,2004,Ruzhintsi,City/Urban,-,VID33
r_1,2004,Ruzhintsi,Rural,14,VID33
r_1,2005,Ruzhintsi,Total,18,VID33
r_1,2005,Ruzhintsi,City/Urban,-,VID33
r_1,2005,Ruzhintsi,Rural,18,VID33
r_1,2006,Ruzhintsi,Total,13,VID33
r_1,2006,Ruzhintsi,City/Urban,-,VID33
r_1,2006,Ruzhintsi,Rural,13,VID33
r_1,2007,Ruzhintsi,Total,11,VID33
r_1,2007,Ruzhintsi,City/Urban,-,VID33
r_1,2007,Ruzhintsi,Rural,11,VID33
r_1,2008,Ruzhintsi,Total,5,VID33
r_1,2008,Ruzhintsi,City/Urban,-,VID33
r_1,2008,Ruzhintsi,Rural,5,VID33
r_1,2009,Ruzhintsi,Total,2,VID33
r_1,2009,Ruzhintsi,City/Urban,-,VID33
r_1,2009,Ruzhintsi,Rural,2,VID33
r_1,2010,Ruzhintsi,Total,2,VID33
r_1,2010,Ruzhintsi,City/Urban,-,VID33
r_1,2010,Ruzhintsi,Rural,2,VID33
r_1,2011,Ruzhintsi,Total,4,VID33
r_1,2011,Ruzhintsi,City/Urban,-,VID33
r_1,2011,Ruzhintsi,Rural,4,VID33
r_1,2012,Ruzhintsi,Total,2,VID33
r_1,2012,Ruzhintsi,City/Urban,-,VID33
r_1,2012,Ruzhintsi,Rural,2,VID33
r_1,2013,Ruzhintsi,Total,2,VID33
r_1,2013,Ruzhintsi,City/Urban,-,VID33
r_1,2013,Ruzhintsi,Rural,2,VID33
r_1,2014,Ruzhintsi,Total,3,VID33
r_1,2014,Ruzhintsi,City/Urban,-,VID33
r_1,2014,Ruzhintsi,Rural,3,VID33
r_1,2000,Chuprene,Total,1,VID37
r_1,2000,Chuprene,City/Urban,-,VID37
r_1,2000,Chuprene,Rural,1,VID37
r_1,2001,Chuprene,Total,1,VID37
r_1,2001,Chuprene,City/Urban,-,VID37
r_1,2001,Chuprene,Rural,1,VID37
r_1,2002,Chuprene,Total,-,VID37
r_1,2002,Chuprene,City/Urban,-,VID37
r_1,2002,Chuprene,Rural,-,VID37
r_1,2003,Chuprene,Total,3,VID37
r_1,2003,Chuprene,City/Urban,-,VID37
r_1,2003,Chuprene,Rural,3,VID37
r_1,2004,Chuprene,Total,7,VID37
r_1,2004,Chuprene,City/Urban,-,VID37
r_1,2004,Chuprene,Rural,7,VID37
r_1,2005,Chuprene,Total,5,VID37
r_1,2005,Chuprene,City/Urban,-,VID37
r_1,2005,Chuprene,Rural,5,VID37
r_1,2006,Chuprene,Total,3,VID37
r_1,2006,Chuprene,City/Urban,-,VID37
r_1,2006,Chuprene,Rural,3,VID37
r_1,2007,Chuprene,Total,7,VID37
r_1,2007,Chuprene,City/Urban,-,VID37
r_1,2007,Chuprene,Rural,7,VID37
r_1,2008,Chuprene,Total,3,VID37
r_1,2008,Chuprene,City/Urban,-,VID37
r_1,2008,Chuprene,Rural,3,VID37
r_1,2009,Chuprene,Total,1,VID37
r_1,2009,Chuprene,City/Urban,-,VID37
r_1,2009,Chuprene,Rural,1,VID37
r_1,2010,Chuprene,Total,1,VID37
r_1,2010,Chuprene,City/Urban,-,VID37
r_1,2010,Chuprene,Rural,1,VID37
r_1,2011,Chuprene,Total,1,VID37
r_1,2011,Chuprene,City/Urban,-,VID37
r_1,2011,Chuprene,Rural,1,VID37
r_1,2012,Chuprene,Total,2,VID37
r_1,2012,Chuprene,City/Urban,-,VID37
r_1,2012,Chuprene,Rural,2,VID37
r_1,2013,Chuprene,Total,1,VID37
r_1,2013,Chuprene,City/Urban,-,VID37
r_1,2013,Chuprene,Rural,1,VID37
r_1,2014,Chuprene,Total,1,VID37
r_1,2014,Chuprene,City/Urban,-,VID37
r_1,2014,Chuprene,Rural,1,VID37
r_1,2000,Vratsa,Total,310,VRC
r_1,2000,Vratsa,City/Urban,235,VRC
r_1,2000,Vratsa,Rural,75,VRC
r_1,2001,Vratsa,Total,255,VRC
r_1,2001,Vratsa,City/Urban,180,VRC
r_1,2001,Vratsa,Rural,75,VRC
r_1,2002,Vratsa,Total,275,VRC
r_1,2002,Vratsa,City/Urban,201,VRC
r_1,2002,Vratsa,Rural,74,VRC
r_1,2003,Vratsa,Total,329,VRC
r_1,2003,Vratsa,City/Urban,243,VRC
r_1,2003,Vratsa,Rural,86,VRC
r_1,2004,Vratsa,Total,507,VRC
r_1,2004,Vratsa,City/Urban,345,VRC
r_1,2004,Vratsa,Rural,162,VRC
r_1,2005,Vratsa,Total,582,VRC
r_1,2005,Vratsa,City/Urban,395,VRC
r_1,2005,Vratsa,Rural,187,VRC
r_1,2006,Vratsa,Total,478,VRC
r_1,2006,Vratsa,City/Urban,334,VRC
r_1,2006,Vratsa,Rural,144,VRC
r_1,2007,Vratsa,Total,437,VRC
r_1,2007,Vratsa,City/Urban,308,VRC
r_1,2007,Vratsa,Rural,129,VRC
r_1,2008,Vratsa,Total,409,VRC
r_1,2008,Vratsa,City/Urban,279,VRC
r_1,2008,Vratsa,Rural,130,VRC
r_1,2009,Vratsa,Total,300,VRC
r_1,2009,Vratsa,City/Urban,219,VRC
r_1,2009,Vratsa,Rural,81,VRC
r_1,2010,Vratsa,Total,218,VRC
r_1,2010,Vratsa,City/Urban,153,VRC
r_1,2010,Vratsa,Rural,65,VRC
r_1,2011,Vratsa,Total,271,VRC
r_1,2011,Vratsa,City/Urban,196,VRC
r_1,2011,Vratsa,Rural,75,VRC
r_1,2012,Vratsa,Total,265,VRC
r_1,2012,Vratsa,City/Urban,186,VRC
r_1,2012,Vratsa,Rural,79,VRC
r_1,2013,Vratsa,Total,276,VRC
r_1,2013,Vratsa,City/Urban,193,VRC
r_1,2013,Vratsa,Rural,83,VRC
r_1,2014,Vratsa,Total,284,VRC
r_1,2014,Vratsa,City/Urban,185,VRC
r_1,2014,Vratsa,Rural,99,VRC
r_1,2000,Borovan,Total,5,VRC05
r_1,2000,Borovan,City/Urban,-,VRC05
r_1,2000,Borovan,Rural,5,VRC05
r_1,2001,Borovan,Total,2,VRC05
r_1,2001,Borovan,City/Urban,-,VRC05
r_1,2001,Borovan,Rural,2,VRC05
r_1,2002,Borovan,Total,6,VRC05
r_1,2002,Borovan,City/Urban,-,VRC05
r_1,2002,Borovan,Rural,6,VRC05
r_1,2003,Borovan,Total,4,VRC05
r_1,2003,Borovan,City/Urban,-,VRC05
r_1,2003,Borovan,Rural,4,VRC05
r_1,2004,Borovan,Total,9,VRC05
r_1,2004,Borovan,City/Urban,-,VRC05
r_1,2004,Borovan,Rural,9,VRC05
r_1,2005,Borovan,Total,13,VRC05
r_1,2005,Borovan,City/Urban,-,VRC05
r_1,2005,Borovan,Rural,13,VRC05
r_1,2006,Borovan,Total,17,VRC05
r_1,2006,Borovan,City/Urban,-,VRC05
r_1,2006,Borovan,Rural,17,VRC05
r_1,2007,Borovan,Total,11,VRC05
r_1,2007,Borovan,City/Urban,-,VRC05
r_1,2007,Borovan,Rural,11,VRC05
r_1,2008,Borovan,Total,18,VRC05
r_1,2008,Borovan,City/Urban,-,VRC05
r_1,2008,Borovan,Rural,18,VRC05
r_1,2009,Borovan,Total,8,VRC05
r_1,2009,Borovan,City/Urban,-,VRC05
r_1,2009,Borovan,Rural,8,VRC05
r_1,2010,Borovan,Total,4,VRC05
r_1,2010,Borovan,City/Urban,-,VRC05
r_1,2010,Borovan,Rural,4,VRC05
r_1,2011,Borovan,Total,6,VRC05
r_1,2011,Borovan,City/Urban,-,VRC05
r_1,2011,Borovan,Rural,6,VRC05
r_1,2012,Borovan,Total,1,VRC05
r_1,2012,Borovan,City/Urban,-,VRC05
r_1,2012,Borovan,Rural,1,VRC05
r_1,2013,Borovan,Total,5,VRC05
r_1,2013,Borovan,City/Urban,-,VRC05
r_1,2013,Borovan,Rural,5,VRC05
r_1,2014,Borovan,Total,4,VRC05
r_1,2014,Borovan,City/Urban,-,VRC05
r_1,2014,Borovan,Rural,4,VRC05
r_1,2000,Byala Slatina,Total,41,VRC08
r_1,2000,Byala Slatina,City/Urban,29,VRC08
r_1,2000,Byala Slatina,Rural,12,VRC08
r_1,2001,Byala Slatina,Total,19,VRC08
r_1,2001,Byala Slatina,City/Urban,14,VRC08
r_1,2001,Byala Slatina,Rural,5,VRC08
r_1,2002,Byala Slatina,Total,12,VRC08
r_1,2002,Byala Slatina,City/Urban,5,VRC08
r_1,2002,Byala Slatina,Rural,7,VRC08
r_1,2003,Byala Slatina,Total,26,VRC08
r_1,2003,Byala Slatina,City/Urban,18,VRC08
r_1,2003,Byala Slatina,Rural,8,VRC08
r_1,2004,Byala Slatina,Total,69,VRC08
r_1,2004,Byala Slatina,City/Urban,32,VRC08
r_1,2004,Byala Slatina,Rural,37,VRC08
r_1,2005,Byala Slatina,Total,77,VRC08
r_1,2005,Byala Slatina,City/Urban,38,VRC08
r_1,2005,Byala Slatina,Rural,39,VRC08
r_1,2006,Byala Slatina,Total,60,VRC08
r_1,2006,Byala Slatina,City/Urban,34,VRC08
r_1,2006,Byala Slatina,Rural,26,VRC08
r_1,2007,Byala Slatina,Total,54,VRC08
r_1,2007,Byala Slatina,City/Urban,36,VRC08
r_1,2007,Byala Slatina,Rural,18,VRC08
r_1,2008,Byala Slatina,Total,58,VRC08
r_1,2008,Byala Slatina,City/Urban,34,VRC08
r_1,2008,Byala Slatina,Rural,24,VRC08
r_1,2009,Byala Slatina,Total,37,VRC08
r_1,2009,Byala Slatina,City/Urban,23,VRC08
r_1,2009,Byala Slatina,Rural,14,VRC08
r_1,2010,Byala Slatina,Total,31,VRC08
r_1,2010,Byala Slatina,City/Urban,18,VRC08
r_1,2010,Byala Slatina,Rural,13,VRC08
r_1,2011,Byala Slatina,Total,26,VRC08
r_1,2011,Byala Slatina,City/Urban,17,VRC08
r_1,2011,Byala Slatina,Rural,9,VRC08
r_1,2012,Byala Slatina,Total,29,VRC08
r_1,2012,Byala Slatina,City/Urban,15,VRC08
r_1,2012,Byala Slatina,Rural,14,VRC08
r_1,2013,Byala Slatina,Total,24,VRC08
r_1,2013,Byala Slatina,City/Urban,11,VRC08
r_1,2013,Byala Slatina,Rural,13,VRC08
r_1,2014,Byala Slatina,Total,42,VRC08
r_1,2014,Byala Slatina,City/Urban,21,VRC08
r_1,2014,Byala Slatina,Rural,21,VRC08
r_1,2000,Vratsa,Total,115,VRC10
r_1,2000,Vratsa,City/Urban,102,VRC10
r_1,2000,Vratsa,Rural,13,VRC10
r_1,2001,Vratsa,Total,117,VRC10
r_1,2001,Vratsa,City/Urban,98,VRC10
r_1,2001,Vratsa,Rural,19,VRC10
r_1,2002,Vratsa,Total,152,VRC10
r_1,2002,Vratsa,City/Urban,135,VRC10
r_1,2002,Vratsa,Rural,17,VRC10
r_1,2003,Vratsa,Total,136,VRC10
r_1,2003,Vratsa,City/Urban,115,VRC10
r_1,2003,Vratsa,Rural,21,VRC10
r_1,2004,Vratsa,Total,216,VRC10
r_1,2004,Vratsa,City/Urban,184,VRC10
r_1,2004,Vratsa,Rural,32,VRC10
r_1,2005,Vratsa,Total,238,VRC10
r_1,2005,Vratsa,City/Urban,210,VRC10
r_1,2005,Vratsa,Rural,28,VRC10
r_1,2006,Vratsa,Total,205,VRC10
r_1,2006,Vratsa,City/Urban,176,VRC10
r_1,2006,Vratsa,Rural,29,VRC10
r_1,2007,Vratsa,Total,197,VRC10
r_1,2007,Vratsa,City/Urban,169,VRC10
r_1,2007,Vratsa,Rural,28,VRC10
r_1,2008,Vratsa,Total,178,VRC10
r_1,2008,Vratsa,City/Urban,153,VRC10
r_1,2008,Vratsa,Rural,25,VRC10
r_1,2009,Vratsa,Total,128,VRC10
r_1,2009,Vratsa,City/Urban,119,VRC10
r_1,2009,Vratsa,Rural,9,VRC10
r_1,2010,Vratsa,Total,75,VRC10
r_1,2010,Vratsa,City/Urban,69,VRC10
r_1,2010,Vratsa,Rural,6,VRC10
r_1,2011,Vratsa,Total,147,VRC10
r_1,2011,Vratsa,City/Urban,133,VRC10
r_1,2011,Vratsa,Rural,14,VRC10
r_1,2012,Vratsa,Total,122,VRC10
r_1,2012,Vratsa,City/Urban,104,VRC10
r_1,2012,Vratsa,Rural,18,VRC10
r_1,2013,Vratsa,Total,128,VRC10
r_1,2013,Vratsa,City/Urban,112,VRC10
r_1,2013,Vratsa,Rural,16,VRC10
r_1,2014,Vratsa,Total,113,VRC10
r_1,2014,Vratsa,City/Urban,97,VRC10
r_1,2014,Vratsa,Rural,16,VRC10
r_1,2000,Knezha,Total,26,VRC19
r_1,2000,Knezha,City/Urban,23,VRC19
r_1,2000,Knezha,Rural,3,VRC19
r_1,2001,Knezha,Total,x,VRC19
r_1,2001,Knezha,City/Urban,x,VRC19
r_1,2001,Knezha,Rural,x,VRC19
r_1,2002,Knezha,Total,x,VRC19
r_1,2002,Knezha,City/Urban,x,VRC19
r_1,2002,Knezha,Rural,x,VRC19
r_1,2003,Knezha,Total,x,VRC19
r_1,2003,Knezha,City/Urban,x,VRC19
r_1,2003,Knezha,Rural,x,VRC19
r_1,2004,Knezha,Total,x,VRC19
r_1,2004,Knezha,City/Urban,x,VRC19
r_1,2004,Knezha,Rural,x,VRC19
r_1,2005,Knezha,Total,x,VRC19
r_1,2005,Knezha,City/Urban,x,VRC19
r_1,2005,Knezha,Rural,x,VRC19
r_1,2006,Knezha,Total,x,VRC19
r_1,2006,Knezha,City/Urban,x,VRC19
r_1,2006,Knezha,Rural,x,VRC19
r_1,2007,Knezha,Total,x,VRC19
r_1,2007,Knezha,City/Urban,x,VRC19
r_1,2007,Knezha,Rural,x,VRC19
r_1,2008,Knezha,Total,x,VRC19
r_1,2008,Knezha,City/Urban,x,VRC19
r_1,2008,Knezha,Rural,x,VRC19
r_1,2009,Knezha,Total,x,VRC19
r_1,2009,Knezha,City/Urban,x,VRC19
r_1,2009,Knezha,Rural,x,VRC19
r_1,2010,Knezha,Total,x,VRC19
r_1,2010,Knezha,City/Urban,x,VRC19
r_1,2010,Knezha,Rural,x,VRC19
r_1,2011,Knezha,Total,x,VRC19
r_1,2011,Knezha,City/Urban,x,VRC19
r_1,2011,Knezha,Rural,x,VRC19
r_1,2012,Knezha,Total,x,VRC19
r_1,2012,Knezha,City/Urban,x,VRC19
r_1,2012,Knezha,Rural,x,VRC19
r_1,2013,Knezha,Total,x,VRC19
r_1,2013,Knezha,City/Urban,x,VRC19
r_1,2013,Knezha,Rural,x,VRC19
r_1,2014,Knezha,Total,x,VRC19
r_1,2014,Knezha,City/Urban,x,VRC19
r_1,2014,Knezha,Rural,x,VRC19
r_1,2000,Kozloduy,Total,37,VRC20
r_1,2000,Kozloduy,City/Urban,28,VRC20
r_1,2000,Kozloduy,Rural,9,VRC20
r_1,2001,Kozloduy,Total,27,VRC20
r_1,2001,Kozloduy,City/Urban,22,VRC20
r_1,2001,Kozloduy,Rural,5,VRC20
r_1,2002,Kozloduy,Total,22,VRC20
r_1,2002,Kozloduy,City/Urban,20,VRC20
r_1,2002,Kozloduy,Rural,2,VRC20
r_1,2003,Kozloduy,Total,57,VRC20
r_1,2003,Kozloduy,City/Urban,43,VRC20
r_1,2003,Kozloduy,Rural,14,VRC20
r_1,2004,Kozloduy,Total,64,VRC20
r_1,2004,Kozloduy,City/Urban,53,VRC20
r_1,2004,Kozloduy,Rural,11,VRC20
r_1,2005,Kozloduy,Total,71,VRC20
r_1,2005,Kozloduy,City/Urban,52,VRC20
r_1,2005,Kozloduy,Rural,19,VRC20
r_1,2006,Kozloduy,Total,50,VRC20
r_1,2006,Kozloduy,City/Urban,39,VRC20
r_1,2006,Kozloduy,Rural,11,VRC20
r_1,2007,Kozloduy,Total,57,VRC20
r_1,2007,Kozloduy,City/Urban,46,VRC20
r_1,2007,Kozloduy,Rural,11,VRC20
r_1,2008,Kozloduy,Total,54,VRC20
r_1,2008,Kozloduy,City/Urban,42,VRC20
r_1,2008,Kozloduy,Rural,12,VRC20
r_1,2009,Kozloduy,Total,37,VRC20
r_1,2009,Kozloduy,City/Urban,29,VRC20
r_1,2009,Kozloduy,Rural,8,VRC20
r_1,2010,Kozloduy,Total,31,VRC20
r_1,2010,Kozloduy,City/Urban,27,VRC20
r_1,2010,Kozloduy,Rural,4,VRC20
r_1,2011,Kozloduy,Total,24,VRC20
r_1,2011,Kozloduy,City/Urban,16,VRC20
r_1,2011,Kozloduy,Rural,8,VRC20
r_1,2012,Kozloduy,Total,46,VRC20
r_1,2012,Kozloduy,City/Urban,30,VRC20
r_1,2012,Kozloduy,Rural,16,VRC20
r_1,2013,Kozloduy,Total,42,VRC20
r_1,2013,Kozloduy,City/Urban,37,VRC20
r_1,2013,Kozloduy,Rural,5,VRC20
r_1,2014,Kozloduy,Total,40,VRC20
r_1,2014,Kozloduy,City/Urban,27,VRC20
r_1,2014,Kozloduy,Rural,13,VRC20
r_1,2000,Krivodol,Total,1,VRC21
r_1,2000,Krivodol,City/Urban,-,VRC21
r_1,2000,Krivodol,Rural,1,VRC21
r_1,2001,Krivodol,Total,10,VRC21
r_1,2001,Krivodol,City/Urban,-,VRC21
r_1,2001,Krivodol,Rural,10,VRC21
r_1,2002,Krivodol,Total,9,VRC21
r_1,2002,Krivodol,City/Urban,7,VRC21
r_1,2002,Krivodol,Rural,2,VRC21
r_1,2003,Krivodol,Total,6,VRC21
r_1,2003,Krivodol,City/Urban,5,VRC21
r_1,2003,Krivodol,Rural,1,VRC21
r_1,2004,Krivodol,Total,11,VRC21
r_1,2004,Krivodol,City/Urban,3,VRC21
r_1,2004,Krivodol,Rural,8,VRC21
r_1,2005,Krivodol,Total,17,VRC21
r_1,2005,Krivodol,City/Urban,5,VRC21
r_1,2005,Krivodol,Rural,12,VRC21
r_1,2006,Krivodol,Total,15,VRC21
r_1,2006,Krivodol,City/Urban,10,VRC21
r_1,2006,Krivodol,Rural,5,VRC21
r_1,2007,Krivodol,Total,10,VRC21
r_1,2007,Krivodol,City/Urban,2,VRC21
r_1,2007,Krivodol,Rural,8,VRC21
r_1,2008,Krivodol,Total,20,VRC21
r_1,2008,Krivodol,City/Urban,5,VRC21
r_1,2008,Krivodol,Rural,15,VRC21
r_1,2009,Krivodol,Total,9,VRC21
r_1,2009,Krivodol,City/Urban,4,VRC21
r_1,2009,Krivodol,Rural,5,VRC21
r_1,2010,Krivodol,Total,5,VRC21
r_1,2010,Krivodol,City/Urban,2,VRC21
r_1,2010,Krivodol,Rural,3,VRC21
r_1,2011,Krivodol,Total,4,VRC21
r_1,2011,Krivodol,City/Urban,1,VRC21
r_1,2011,Krivodol,Rural,3,VRC21
r_1,2012,Krivodol,Total,7,VRC21
r_1,2012,Krivodol,City/Urban,3,VRC21
r_1,2012,Krivodol,Rural,4,VRC21
r_1,2013,Krivodol,Total,11,VRC21
r_1,2013,Krivodol,City/Urban,4,VRC21
r_1,2013,Krivodol,Rural,7,VRC21
r_1,2014,Krivodol,Total,12,VRC21
r_1,2014,Krivodol,City/Urban,3,VRC21
r_1,2014,Krivodol,Rural,9,VRC21
r_1,2000,Mezdra,Total,48,VRC27
r_1,2000,Mezdra,City/Urban,28,VRC27
r_1,2000,Mezdra,Rural,20,VRC27
r_1,2001,Mezdra,Total,39,VRC27
r_1,2001,Mezdra,City/Urban,23,VRC27
r_1,2001,Mezdra,Rural,16,VRC27
r_1,2002,Mezdra,Total,33,VRC27
r_1,2002,Mezdra,City/Urban,16,VRC27
r_1,2002,Mezdra,Rural,17,VRC27
r_1,2003,Mezdra,Total,58,VRC27
r_1,2003,Mezdra,City/Urban,32,VRC27
r_1,2003,Mezdra,Rural,26,VRC27
r_1,2004,Mezdra,Total,50,VRC27
r_1,2004,Mezdra,City/Urban,29,VRC27
r_1,2004,Mezdra,Rural,21,VRC27
r_1,2005,Mezdra,Total,62,VRC27
r_1,2005,Mezdra,City/Urban,40,VRC27
r_1,2005,Mezdra,Rural,22,VRC27
r_1,2006,Mezdra,Total,60,VRC27
r_1,2006,Mezdra,City/Urban,41,VRC27
r_1,2006,Mezdra,Rural,19,VRC27
r_1,2007,Mezdra,Total,50,VRC27
r_1,2007,Mezdra,City/Urban,32,VRC27
r_1,2007,Mezdra,Rural,18,VRC27
r_1,2008,Mezdra,Total,35,VRC27
r_1,2008,Mezdra,City/Urban,16,VRC27
r_1,2008,Mezdra,Rural,19,VRC27
r_1,2009,Mezdra,Total,40,VRC27
r_1,2009,Mezdra,City/Urban,24,VRC27
r_1,2009,Mezdra,Rural,16,VRC27
r_1,2010,Mezdra,Total,34,VRC27
r_1,2010,Mezdra,City/Urban,19,VRC27
r_1,2010,Mezdra,Rural,15,VRC27
r_1,2011,Mezdra,Total,29,VRC27
r_1,2011,Mezdra,City/Urban,13,VRC27
r_1,2011,Mezdra,Rural,16,VRC27
r_1,2012,Mezdra,Total,26,VRC27
r_1,2012,Mezdra,City/Urban,18,VRC27
r_1,2012,Mezdra,Rural,8,VRC27
r_1,2013,Mezdra,Total,34,VRC27
r_1,2013,Mezdra,City/Urban,18,VRC27
r_1,2013,Mezdra,Rural,16,VRC27
r_1,2014,Mezdra,Total,32,VRC27
r_1,2014,Mezdra,City/Urban,17,VRC27
r_1,2014,Mezdra,Rural,15,VRC27
r_1,2000,Mizia,Total,11,VRC28
r_1,2000,Mizia,City/Urban,8,VRC28
r_1,2000,Mizia,Rural,3,VRC28
r_1,2001,Mizia,Total,11,VRC28
r_1,2001,Mizia,City/Urban,6,VRC28
r_1,2001,Mizia,Rural,5,VRC28
r_1,2002,Mizia,Total,13,VRC28
r_1,2002,Mizia,City/Urban,9,VRC28
r_1,2002,Mizia,Rural,4,VRC28
r_1,2003,Mizia,Total,11,VRC28
r_1,2003,Mizia,City/Urban,8,VRC28
r_1,2003,Mizia,Rural,3,VRC28
r_1,2004,Mizia,Total,21,VRC28
r_1,2004,Mizia,City/Urban,12,VRC28
r_1,2004,Mizia,Rural,9,VRC28
r_1,2005,Mizia,Total,23,VRC28
r_1,2005,Mizia,City/Urban,10,VRC28
r_1,2005,Mizia,Rural,13,VRC28
r_1,2006,Mizia,Total,21,VRC28
r_1,2006,Mizia,City/Urban,10,VRC28
r_1,2006,Mizia,Rural,11,VRC28
r_1,2007,Mizia,Total,16,VRC28
r_1,2007,Mizia,City/Urban,6,VRC28
r_1,2007,Mizia,Rural,10,VRC28
r_1,2008,Mizia,Total,18,VRC28
r_1,2008,Mizia,City/Urban,14,VRC28
r_1,2008,Mizia,Rural,4,VRC28
r_1,2009,Mizia,Total,8,VRC28
r_1,2009,Mizia,City/Urban,2,VRC28
r_1,2009,Mizia,Rural,6,VRC28
r_1,2010,Mizia,Total,12,VRC28
r_1,2010,Mizia,City/Urban,5,VRC28
r_1,2010,Mizia,Rural,7,VRC28
r_1,2011,Mizia,Total,5,VRC28
r_1,2011,Mizia,City/Urban,1,VRC28
r_1,2011,Mizia,Rural,4,VRC28
r_1,2012,Mizia,Total,2,VRC28
r_1,2012,Mizia,City/Urban,-,VRC28
r_1,2012,Mizia,Rural,2,VRC28
r_1,2013,Mizia,Total,10,VRC28
r_1,2013,Mizia,City/Urban,3,VRC28
r_1,2013,Mizia,Rural,7,VRC28
r_1,2014,Mizia,Total,8,VRC28
r_1,2014,Mizia,City/Urban,6,VRC28
r_1,2014,Mizia,Rural,2,VRC28
r_1,2000,Oryahovo,Total,15,VRC31
r_1,2000,Oryahovo,City/Urban,11,VRC31
r_1,2000,Oryahovo,Rural,4,VRC31
r_1,2001,Oryahovo,Total,21,VRC31
r_1,2001,Oryahovo,City/Urban,12,VRC31
r_1,2001,Oryahovo,Rural,9,VRC31
r_1,2002,Oryahovo,Total,13,VRC31
r_1,2002,Oryahovo,City/Urban,4,VRC31
r_1,2002,Oryahovo,Rural,9,VRC31
r_1,2003,Oryahovo,Total,20,VRC31
r_1,2003,Oryahovo,City/Urban,15,VRC31
r_1,2003,Oryahovo,Rural,5,VRC31
r_1,2004,Oryahovo,Total,43,VRC31
r_1,2004,Oryahovo,City/Urban,23,VRC31
r_1,2004,Oryahovo,Rural,20,VRC31
r_1,2005,Oryahovo,Total,50,VRC31
r_1,2005,Oryahovo,City/Urban,28,VRC31
r_1,2005,Oryahovo,Rural,22,VRC31
r_1,2006,Oryahovo,Total,24,VRC31
r_1,2006,Oryahovo,City/Urban,15,VRC31
r_1,2006,Oryahovo,Rural,9,VRC31
r_1,2007,Oryahovo,Total,21,VRC31
r_1,2007,Oryahovo,City/Urban,11,VRC31
r_1,2007,Oryahovo,Rural,10,VRC31
r_1,2008,Oryahovo,Total,17,VRC31
r_1,2008,Oryahovo,City/Urban,13,VRC31
r_1,2008,Oryahovo,Rural,4,VRC31
r_1,2009,Oryahovo,Total,22,VRC31
r_1,2009,Oryahovo,City/Urban,14,VRC31
r_1,2009,Oryahovo,Rural,8,VRC31
r_1,2010,Oryahovo,Total,19,VRC31
r_1,2010,Oryahovo,City/Urban,12,VRC31
r_1,2010,Oryahovo,Rural,7,VRC31
r_1,2011,Oryahovo,Total,18,VRC31
r_1,2011,Oryahovo,City/Urban,9,VRC31
r_1,2011,Oryahovo,Rural,9,VRC31
r_1,2012,Oryahovo,Total,24,VRC31
r_1,2012,Oryahovo,City/Urban,14,VRC31
r_1,2012,Oryahovo,Rural,10,VRC31
r_1,2013,Oryahovo,Total,10,VRC31
r_1,2013,Oryahovo,City/Urban,5,VRC31
r_1,2013,Oryahovo,Rural,5,VRC31
r_1,2014,Oryahovo,Total,14,VRC31
r_1,2014,Oryahovo,City/Urban,10,VRC31
r_1,2014,Oryahovo,Rural,4,VRC31
r_1,2000,Roman,Total,10,VRC32
r_1,2000,Roman,City/Urban,6,VRC32
r_1,2000,Roman,Rural,4,VRC32
r_1,2001,Roman,Total,7,VRC32
r_1,2001,Roman,City/Urban,5,VRC32
r_1,2001,Roman,Rural,2,VRC32
r_1,2002,Roman,Total,12,VRC32
r_1,2002,Roman,City/Urban,5,VRC32
r_1,2002,Roman,Rural,7,VRC32
r_1,2003,Roman,Total,8,VRC32
r_1,2003,Roman,City/Urban,7,VRC32
r_1,2003,Roman,Rural,1,VRC32
r_1,2004,Roman,Total,16,VRC32
r_1,2004,Roman,City/Urban,9,VRC32
r_1,2004,Roman,Rural,7,VRC32
r_1,2005,Roman,Total,21,VRC32
r_1,2005,Roman,City/Urban,12,VRC32
r_1,2005,Roman,Rural,9,VRC32
r_1,2006,Roman,Total,21,VRC32
r_1,2006,Roman,City/Urban,9,VRC32
r_1,2006,Roman,Rural,12,VRC32
r_1,2007,Roman,Total,14,VRC32
r_1,2007,Roman,City/Urban,6,VRC32
r_1,2007,Roman,Rural,8,VRC32
r_1,2008,Roman,Total,4,VRC32
r_1,2008,Roman,City/Urban,2,VRC32
r_1,2008,Roman,Rural,2,VRC32
r_1,2009,Roman,Total,9,VRC32
