index,Month and Year,State,Civilian Population,Total Labor Force,Percent of Population,Employed - Total,Employed - Percent of Population,Unemployed - Total,Unemployed - Percent of Labor Force
13277,September 1997,Kentucky,3010630,1922301,63.9,1824738,60.6,97563,5.1
13278,September 1997,Louisiana,3248980,2029048,62.5,1910612,58.8,118436,5.8
13279,September 1997,Maine,971845,654350,67.3,622265,64.0,32085,4.9
13280,September 1997,Maryland,3895695,2768996,71.1,2632812,67.6,136184,4.9
13281,September 1997,Massachusetts,4828076,3316163,68.7,3190502,66.1,125661,3.8
13282,September 1997,Michigan,7410078,4974171,67.1,4768260,64.3,205911,4.1
13283,September 1997,Minnesota,3593710,2690360,74.9,2605980,72.5,84380,3.1
13284,September 1997,Mississippi,2051476,1275551,62.2,1202015,58.6,73536,5.8
13285,September 1997,Missouri,4140085,2934800,70.9,2807969,67.8,126831,4.3
13286,September 1997,Montana,674863,454100,67.3,429783,63.7,24317,5.4
13287,September 1997,Nebraska,1259669,922819,73.3,900257,71.5,22562,2.4
13288,September 1997,Nevada,1368082,947759,69.3,906793,66.3,40966,4.3
13289,September 1997,New Hampshire,910902,652407,71.6,631701,69.3,20706,3.2
13290,September 1997,New Jersey,6313576,4264517,67.5,4048555,64.1,215962,5.1
13291,September 1997,New Mexico,1303738,826472,63.4,776612,59.6,49860,6.0
13292,September 1997,New York,14309522,9056630,63.3,8481537,59.3,575093,6.3
13293,September 1997,North Carolina,5854299,3987150,68.1,3841023,65.6,146127,3.7
13294,September 1997,North Dakota,486694,351146,72.1,342105,70.3,9041,2.6
13295,September 1997,Ohio,8553432,5706454,66.7,5453785,63.8,252669,4.4
13296,September 1997,Oklahoma,2514557,1614998,64.2,1549786,61.6,65212,4.0
13297,September 1997,Oregon,2553156,1760545,69.0,1663401,65.2,97144,5.5
13298,September 1997,Pennsylvania,9423732,6067003,64.4,5764399,61.2,302604,5.0
13299,September 1997,Rhode Island,795408,530952,66.8,503907,63.4,27045,5.1
13300,September 1997,South Carolina,2907951,1911498,65.7,1833544,63.1,77954,4.1
13301,September 1997,South Dakota,549261,394906,71.9,383486,69.8,11420,2.9
13302,September 1997,Tennessee,4232342,2790881,65.9,2646758,62.5,144123,5.2
13303,September 1997,Texas,14411926,9961428,69.1,9452472,65.6,508956,5.1
13304,September 1997,Utah,1498703,1076377,71.8,1042111,69.5,34266,3.2
13305,September 1997,Vermont,460266,329744,71.6,317345,68.9,12399,3.8
13306,September 1997,Virginia,5129871,3450558,67.3,3332788,65.0,117770,3.4
13307,September 1997,Washington,4290618,3006928,70.1,2865173,66.8,141755,4.7
13308,September 1997,West Virginia,1436513,795915,55.4,742899,51.7,53016,6.7
13309,September 1997,Wisconsin,3993360,2984858,74.7,2880892,72.1,103966,3.5
13310,September 1997,Wyoming,365998,253626,69.3,241985,66.1,11641,4.6
13311,October 1997,Alabama,3320396,2141370,64.5,2038966,61.4,102404,4.8
13312,October 1997,Alaska,424190,313952,74.0,292425,68.9,21527,6.9
13313,October 1997,Arizona,3616676,2323905,64.3,2223437,61.5,100468,4.3
13314,October 1997,Arkansas,1969707,1240054,63.0,1175154,59.7,64900,5.2
13315,October 1997,California,23960604,15904891,66.4,14932740,62.3,972151,6.1
13316,October 1997,Colorado,3063885,2250178,73.4,2174943,71.0,75235,3.3
13317,October 1997,Connecticut,2569529,1747359,68.0,1670072,65.0,77287,4.4
13318,October 1997,Delaware,576150,387850,67.3,373745,64.9,14105,3.6
13319,October 1997,District of Columbia,450367,283730,63.0,259808,57.7,23922,8.4
13320,October 1997,Florida,11895391,7424421,62.4,7084149,59.6,340272,4.6
13321,October 1997,Georgia,5767022,3995535,69.3,3822894,66.3,172641,4.3
13322,October 1997,Hawaii,891329,600735,67.4,563871,63.3,36864,6.1
13323,October 1997,Idaho,905012,636069,70.3,603633,66.7,32436,5.1
13324,October 1997,Illinois,9182398,6319902,68.8,6021190,65.6,298712,4.7
13325,October 1997,Indiana,4520334,3130012,69.2,3017898,66.8,112114,3.6
13326,October 1997,Iowa,2206841,1597412,72.4,1550276,70.2,47136,3.0
13327,October 1997,Kansas,1962111,1389106,70.8,1339589,68.3,49517,3.6
13328,October 1997,Kentucky,3013679,1921677,63.8,1827202,60.6,94475,4.9
13329,October 1997,Louisiana,3251002,2031545,62.5,1915362,58.9,116183,5.7
13330,October 1997,Maine,972822,653754,67.2,621575,63.9,32179,4.9
13331,October 1997,Maryland,3898519,2770602,71.1,2634314,67.6,136288,4.9
13332,October 1997,Massachusetts,4832066,3318965,68.7,3195717,66.1,123248,3.7
13333,October 1997,Michigan,7413778,4983040,67.2,4776380,64.4,206660,4.1
13334,October 1997,Minnesota,3598396,2693139,74.8,2610466,72.5,82673,3.1
13335,October 1997,Mississippi,2053578,1275907,62.1,1203280,58.6,72627,5.7
13336,October 1997,Missouri,4143666,2935411,70.8,2807386,67.8,128025,4.4
13337,October 1997,Montana,674829,455119,67.4,430645,63.8,24474,5.4
13338,October 1997,Nebraska,1260913,923408,73.2,901125,71.5,22283,2.4
13339,October 1997,Nevada,1373008,950290,69.2,909008,66.2,41282,4.3
13340,October 1997,New Hampshire,911998,653112,71.6,632876,69.4,20236,3.1
13341,October 1997,New Jersey,6318754,4261785,67.4,4048305,64.1,213480,5.0
13342,October 1997,New Mexico,1304950,827871,63.4,778134,59.6,49737,6.0
13343,October 1997,New York,14320603,9056832,63.2,8490506,59.3,566326,6.3
13344,October 1997,North Carolina,5864786,3985444,68.0,3839836,65.5,145608,3.7
13345,October 1997,North Dakota,486766,351143,72.1,342373,70.3,8770,2.5
13346,October 1997,Ohio,8557362,5710932,66.7,5455965,63.8,254967,4.5
13347,October 1997,Oklahoma,2517746,1616323,64.2,1552033,61.6,64290,4.0
13348,October 1997,Oregon,2556427,1764205,69.0,1667291,65.2,96914,5.5
13349,October 1997,Pennsylvania,9427342,6068139,64.4,5771520,61.2,296619,4.9
13350,October 1997,Rhode Island,795896,531378,66.8,504579,63.4,26799,5.0
13351,October 1997,South Carolina,2912929,1912514,65.7,1837843,63.1,74671,3.9
13352,October 1997,South Dakota,550350,395188,71.8,383785,69.7,11403,2.9
13353,October 1997,Tennessee,4237937,2788643,65.8,2650243,62.5,138400,5.0
13354,October 1997,Texas,14438527,9970657,69.1,9468493,65.6,502164,5.0
13355,October 1997,Utah,1502151,1078948,71.8,1044044,69.5,34904,3.2
13356,October 1997,Vermont,460291,330348,71.8,318032,69.1,12316,3.7
13357,October 1997,Virginia,5134999,3449647,67.2,3336814,65.0,112833,3.3
13358,October 1997,Washington,4296861,3012656,70.1,2871641,66.8,141015,4.7
13359,October 1997,West Virginia,1436390,795788,55.4,742804,51.7,52984,6.7
13360,October 1997,Wisconsin,3996816,2988193,74.8,2885476,72.2,102717,3.4
13361,October 1997,Wyoming,366019,253753,69.3,242191,66.2,11562,4.6
13362,November 1997,Alabama,3323198,2138483,64.4,2040209,61.4,98274,4.6
13363,November 1997,Alaska,425181,314216,73.9,293089,68.9,21127,6.7
13364,November 1997,Arizona,3624460,2330434,64.3,2229811,61.5,100623,4.3
13365,November 1997,Arkansas,1971118,1239166,62.9,1174301,59.6,64865,5.2
13366,November 1997,California,23998695,15935207,66.4,14967009,62.4,968198,6.1
13367,November 1997,Colorado,3069863,2258788,73.6,2181944,71.1,76844,3.4
13368,November 1997,Connecticut,2569992,1744969,67.9,1670810,65.0,74159,4.2
13369,November 1997,Delaware,576226,388646,67.4,374577,65.0,14069,3.6
13370,November 1997,District of Columbia,450732,284856,63.2,260398,57.8,24458,8.6
13371,November 1997,Florida,11914746,7433797,62.4,7094462,59.5,339335,4.6
13372,November 1997,Georgia,5777033,4007053,69.4,3833521,66.4,173532,4.3
13373,November 1997,Hawaii,892460,600001,67.2,563560,63.1,36441,6.1
13374,November 1997,Idaho,906012,637155,70.3,604543,66.7,32612,5.1
13375,November 1997,Illinois,9188647,6325104,68.8,6023994,65.6,301110,4.8
13376,November 1997,Indiana,4522902,3127725,69.2,3017600,66.7,110125,3.5
13377,November 1997,Iowa,2208170,1597376,72.3,1550996,70.2,46380,2.9
13378,November 1997,Kansas,1964122,1391634,70.9,1342316,68.3,49318,3.5
13379,November 1997,Kentucky,3016729,1920600,63.7,1829343,60.6,91257,4.8
13380,November 1997,Louisiana,3252023,2033508,62.5,1919269,59.0,114239,5.6
13381,November 1997,Maine,972799,653234,67.1,620911,63.8,32323,4.9
13382,November 1997,Maryland,3901344,2771925,71.1,2635774,67.6,136151,4.9
13383,November 1997,Massachusetts,4835056,3321652,68.7,3200702,66.2,120950,3.6
13384,November 1997,Michigan,7416478,4990629,67.3,4783910,64.5,206719,4.1
13385,November 1997,Minnesota,3601081,2695115,74.8,2614270,72.6,80845,3.0
13386,November 1997,Mississippi,2055680,1275773,62.1,1204560,58.6,71213,5.6
13387,November 1997,Missouri,4146248,2934213,70.8,2805361,67.7,128852,4.4
13388,November 1997,Montana,674796,456113,67.6,431427,63.9,24686,5.4
13389,November 1997,Nebraska,1261157,924020,73.3,901949,71.5,22071,2.4
13390,November 1997,Nevada,1377933,952674,69.1,910913,66.1,41761,4.4
13391,November 1997,New Hampshire,913094,653903,71.6,634116,69.4,19787,3.0
13392,November 1997,New Jersey,6322932,4259393,67.4,4047401,64.0,211992,5.0
13393,November 1997,New Mexico,1306162,829298,63.5,779442,59.7,49856,6.0
13394,November 1997,New York,14328684,9055815,63.2,8497555,59.3,558260,6.2
13395,November 1997,North Carolina,5874273,3984071,67.8,3838038,65.3,146033,3.7
13396,November 1997,North Dakota,486838,351271,72.2,342567,70.4,8704,2.5
13397,November 1997,Ohio,8560291,5711966,66.7,5456103,63.7,255863,4.5
13398,November 1997,Oklahoma,2519935,1617795,64.2,1554185,61.7,63610,3.9
13399,November 1997,Oregon,2559697,1766904,69.0,1670359,65.3,96545,5.5
13400,November 1997,Pennsylvania,9428952,6068567,64.4,5776721,61.3,291846,4.8
13401,November 1997,Rhode Island,796385,531562,66.7,505051,63.4,26511,5.0
13402,November 1997,South Carolina,2916907,1914019,65.6,1842000,63.1,72019,3.8
13403,November 1997,South Dakota,550439,395546,71.9,384148,69.8,11398,2.9
13404,November 1997,Tennessee,4242532,2785986,65.7,2653808,62.6,132178,4.7
13405,November 1997,Texas,14463129,9979329,69.0,9483181,65.6,496148,5.0
13406,November 1997,Utah,1504600,1081612,71.9,1045911,69.5,35701,3.3
13407,November 1997,Vermont,460315,330814,71.9,318573,69.2,12241,3.7
13408,November 1997,Virginia,5139126,3449112,67.1,3339881,65.0,109231,3.2
13409,November 1997,Washington,4304104,3017283,70.1,2876527,66.8,140756,4.7
13410,November 1997,West Virginia,1436266,795570,55.4,742533,51.7,53037,6.7
13411,November 1997,Wisconsin,3999271,2989082,74.7,2887950,72.2,101132,3.4
13412,November 1997,Wyoming,366041,253975,69.4,242431,66.2,11544,4.5
13413,December 1997,Alabama,3326000,2135370,64.2,2041098,61.4,94272,4.4
13414,December 1997,Alaska,425172,314508,74.0,293833,69.1,20675,6.6
13415,December 1997,Arizona,3632244,2336897,64.3,2236098,61.6,100799,4.3
13416,December 1997,Arkansas,1972530,1238516,62.8,1173497,59.5,65019,5.2
13417,December 1997,California,24034787,15964672,66.4,14999299,62.4,965373,6.0
13418,December 1997,Colorado,3074840,2267531,73.7,2188727,71.2,78804,3.5
13419,December 1997,Connecticut,2570455,1742967,67.8,1671564,65.0,71403,4.1
13420,December 1997,Delaware,577302,389657,67.5,375452,65.0,14205,3.6
13421,December 1997,District of Columbia,451098,286298,63.5,261336,57.9,24962,8.7
13422,December 1997,Florida,11934101,7443445,62.4,7104623,59.5,338822,4.6
13423,December 1997,Georgia,5787044,4018149,69.4,3843367,66.4,174782,4.3
13424,December 1997,Hawaii,892591,599374,67.1,563297,63.1,36077,6.0
13425,December 1997,Idaho,908012,638733,70.3,605906,66.7,32827,5.1
13426,December 1997,Illinois,9193896,6326650,68.8,6026305,65.5,300345,4.7
13427,December 1997,Indiana,4524469,3124719,69.1,3017732,66.7,106987,3.4
13428,December 1997,Iowa,2208498,1597743,72.3,1552184,70.3,45559,2.9
13429,December 1997,Kansas,1965134,1394473,71.0,1345329,68.5,49144,3.5
13430,December 1997,Kentucky,3018779,1919844,63.6,1831325,60.7,88519,4.6
13431,December 1997,Louisiana,3254044,2035309,62.5,1922385,59.1,112924,5.5
13432,December 1997,Maine,972776,652690,67.1,620451,63.8,32239,4.9
13433,December 1997,Maryland,3903169,2772177,71.0,2636839,67.6,135338,4.9
13434,December 1997,Massachusetts,4837046,3324248,68.7,3205447,66.3,118801,3.6
13435,December 1997,Michigan,7418177,4995855,67.3,4791150,64.6,204705,4.1
13436,December 1997,Minnesota,3604766,2696571,74.8,2617785,72.6,78786,2.9
13437,December 1997,Mississippi,2056782,1275338,62.0,1205652,58.6,69686,5.5
13438,December 1997,Missouri,4148829,2931695,70.7,2802288,67.5,129407,4.4
13439,December 1997,Montana,674762,456939,67.7,432034,64.0,24905,5.5
13440,December 1997,Nebraska,1262401,924696,73.2,902741,71.5,21955,2.4
13441,December 1997,Nevada,1382859,955125,69.1,912815,66.0,42310,4.4
13442,December 1997,New Hampshire,914189,654833,71.6,635463,69.5,19370,3.0
13443,December 1997,New Jersey,6327111,4257580,67.3,4046148,63.9,211432,5.0
13444,December 1997,New Mexico,1308375,830732,63.5,780594,59.7,50138,6.0
13445,December 1997,New York,14335765,9054800,63.2,8503839,59.3,550961,6.1
13446,December 1997,North Carolina,5883760,3983048,67.7,3836199,65.2,146849,3.7
13447,December 1997,North Dakota,485910,351403,72.3,342643,70.5,8760,2.5
13448,December 1997,Ohio,8561220,5709358,66.7,5455242,63.7,254116,4.5
13449,December 1997,Oklahoma,2522124,1619684,64.2,1556256,61.7,63428,3.9
13450,December 1997,Oregon,2562968,1768862,69.0,1672600,65.3,96262,5.4
13451,December 1997,Pennsylvania,9430562,6068441,64.3,5780239,61.3,288202,4.7
13452,December 1997,Rhode Island,796873,531599,66.7,505349,63.4,26250,4.9
13453,December 1997,South Carolina,2920885,1915820,65.6,1845796,63.2,70024,3.7
13454,December 1997,South Dakota,550528,395953,71.9,384564,69.9,11389,2.9
13455,December 1997,Tennessee,4246127,2784267,65.6,2657511,62.6,126756,4.6
13456,December 1997,Texas,14485730,9988808,69.0,9497559,65.6,491249,4.9
13457,December 1997,Utah,1508048,1084270,71.9,1047658,69.5,36612,3.4
13458,December 1997,Vermont,461339,331170,71.8,319032,69.2,12138,3.7
13459,December 1997,Virginia,5143254,3449675,67.1,3343058,65.0,106617,3.1
13460,December 1997,Washington,4310347,3021050,70.1,2880338,66.8,140712,4.7
13461,December 1997,West Virginia,1436143,795378,55.4,742235,51.7,53143,6.7
13462,December 1997,Wisconsin,4000727,2987383,74.7,2888341,72.2,99042,3.3
13463,December 1997,Wyoming,366062,254313,69.5,242745,66.3,11568,4.5
13464,January 1998,Alabama,3328802,2133420,64.1,2042148,61.3,91272,4.3
13465,January 1998,Alaska,425164,314832,74.0,294566,69.3,20266,6.4
13466,January 1998,Arizona,3639028,2343427,64.4,2242565,61.6,100862,4.3
13467,January 1998,Arkansas,1973942,1238166,62.7,1172904,59.4,65262,5.3
13468,January 1998,California,24070878,15993559,66.4,15030487,62.4,963072,6.0
13469,January 1998,Colorado,3079818,2276334,73.9,2195479,71.3,80855,3.6
13470,January 1998,Connecticut,2570918,1741417,67.7,1672492,65.1,68925,4.0
13471,January 1998,Delaware,578379,390796,67.6,376341,65.1,14455,3.7
13472,January 1998,District of Columbia,451464,288111,63.8,262730,58.2,25381,8.8
13473,January 1998,Florida,11953456,7453805,62.4,7115959,59.5,337846,4.5
13474,January 1998,Georgia,5797055,4028131,69.5,3852603,66.5,175528,4.4
13475,January 1998,Hawaii,892722,599041,67.1,563177,63.1,35864,6.0
13476,January 1998,Idaho,909012,640657,70.5,607638,66.8,33019,5.2
13477,January 1998,Illinois,9200145,6324384,68.7,6027860,65.5,296524,4.7
13478,January 1998,Indiana,4527036,3121548,69.0,3018585,66.7,102963,3.3
13479,January 1998,Iowa,2209826,1598175,72.3,1553371,70.3,44804,2.8
13480,January 1998,Kansas,1967146,1397628,71.0,1348641,68.6,48987,3.5
13481,January 1998,Kentucky,3021829,1919946,63.5,1833157,60.7,86789,4.5
13482,January 1998,Louisiana,3255066,2037370,62.6,1925001,59.1,112369,5.5
13483,January 1998,Maine,973753,652124,67.0,620348,63.7,31776,4.9
13484,January 1998,Maryland,3905993,2770846,70.9,2637223,67.5,133623,4.8
13485,January 1998,Massachusetts,4840037,3326736,68.7,3209892,66.3,116844,3.5
13486,January 1998,Michigan,7420877,4998715,67.4,4798405,64.7,200310,4.0
13487,January 1998,Minnesota,3607451,2698132,74.8,2621429,72.7,76703,2.8
13488,January 1998,Mississippi,2058883,1274741,61.9,1206359,58.6,68382,5.4
13489,January 1998,Missouri,4151411,2928517,70.5,2798877,67.4,129640,4.4
13490,January 1998,Montana,675728,457533,67.7,432407,64.0,25126,5.5
13491,January 1998,Nebraska,1262644,925372,73.3,903447,71.6,21925,2.4
13492,January 1998,Nevada,1387785,957873,69.0,915045,65.9,42828,4.5
13493,January 1998,New Hampshire,915285,655861,71.7,636846,69.6,19015,2.9
13494,January 1998,New Jersey,6331289,4256090,67.2,4045063,63.9,211027,5.0
13495,January 1998,New Mexico,1309587,832143,63.5,781624,59.7,50519,6.1
13496,January 1998,New York,14343846,9054056,63.1,8510512,59.3,543544,6.0
13497,January 1998,North Carolina,5892247,3982017,67.6,3834866,65.1,147151,3.7
13498,January 1998,North Dakota,485982,351408,72.3,342550,70.5,8858,2.5
13499,January 1998,Ohio,8563150,5704397,66.6,5454489,63.7,249908,4.4
13500,January 1998,Oklahoma,2524313,1621908,64.3,1558130,61.7,63778,3.9
13501,January 1998,Oregon,2565238,1770527,69.0,1674112,65.3,96415,5.4
13502,January 1998,Pennsylvania,9431172,6067917,64.3,5782400,61.3,285517,4.7
13503,January 1998,Rhode Island,797361,531592,66.7,505551,63.4,26041,4.9
13504,January 1998,South Carolina,2924863,1917833,65.6,1849249,63.2,68584,3.6
13505,January 1998,South Dakota,550617,396368,72.0,384993,69.9,11375,2.9
13506,January 1998,Tennessee,4250722,2784309,65.5,2661385,62.6,122924,4.4
13507,January 1998,Texas,14509331,10000067,68.9,9512374,65.6,487693,4.9
13508,January 1998,Utah,1510497,1086799,71.9,1049289,69.5,37510,3.5
13509,January 1998,Vermont,461364,331474,71.8,319467,69.2,12007,3.6
13510,January 1998,Virginia,5147382,3451827,67.1,3347208,65.0,104619,3.0
13511,January 1998,Washington,4315591,3024248,70.1,2883526,66.8,140722,4.7
13512,January 1998,West Virginia,1436019,795334,55.4,742037,51.7,53297,6.7
13513,January 1998,Wisconsin,4003182,2983657,74.5,2886959,72.1,96698,3.2
13514,January 1998,Wyoming,366083,254789,69.6,243159,66.4,11630,4.6
13515,February 1998,Alabama,3330604,2133335,64.1,2043526,61.4,89809,4.2
13516,February 1998,Alaska,425155,315150,74.1,295177,69.4,19973,6.3
13517,February 1998,Arizona,3646811,2350129,64.4,2249336,61.7,100793,4.3
13518,February 1998,Arkansas,1974354,1238102,62.7,1172757,59.4,65345,5.3
13519,February 1998,California,24102970,16022258,66.5,15061018,62.5,961240,6.0
13520,February 1998,Colorado,3084795,2284933,74.1,2202173,71.4,82760,3.6
13521,February 1998,Connecticut,2570381,1740438,67.7,1673783,65.1,66655,3.8
13522,February 1998,Delaware,578455,391968,67.8,377209,65.2,14759,3.8
13523,February 1998,District of Columbia,451829,290063,64.2,264397,58.5,25666,8.8
13524,February 1998,Florida,11969811,7464967,62.4,7128926,59.6,336041,4.5
13525,February 1998,Georgia,5807066,4037060,69.5,3861292,66.5,175768,4.4
13526,February 1998,Hawaii,893854,599083,67.0,563230,63.0,35853,6.0
13527,February 1998,Idaho,910012,642690,70.6,609515,67.0,33175,5.2
13528,February 1998,Illinois,9204394,6319684,68.7,6029714,65.5,289970,4.6
13529,February 1998,Indiana,4528604,3118659,68.9,3020017,66.7,98642,3.2
13530,February 1998,Iowa,2210154,1598338,72.3,1554118,70.3,44220,2.8
13531,February 1998,Kansas,1968158,1401100,71.2,1352123,68.7,48977,3.5
13532,February 1998,Kentucky,3022879,1921119,63.6,1834817,60.7,86302,4.5
13533,February 1998,Louisiana,3256087,2040189,62.7,1927330,59.2,112859,5.5
13534,February 1998,Maine,973730,651575,66.9,620604,63.7,30971,4.8
13535,February 1998,Maryland,3907818,2768351,70.8,2637044,67.5,131307,4.7
13536,February 1998,Massachusetts,4841027,3329048,68.8,3213970,66.4,115078,3.5
13537,February 1998,Michigan,7421577,4999680,67.4,4804750,64.7,194930,3.9
13538,February 1998,Minnesota,3610136,2700064,74.8,2625295,72.7,74769,2.8
13539,February 1998,Mississippi,2059985,1274253,61.9,1206698,58.6,67555,5.3
13540,February 1998,Missouri,4152992,2925576,70.4,2795852,67.3,129724,4.4
13541,February 1998,Montana,675694,457927,67.8,432620,64.0,25307,5.5
13542,February 1998,Nebraska,1262888,926098,73.3,904100,71.6,21998,2.4
13543,February 1998,Nevada,1392710,961074,69.0,917876,65.9,43198,4.5
13544,February 1998,New Hampshire,915381,656920,71.8,638190,69.7,18730,2.9
13545,February 1998,New Jersey,6333467,4254301,67.2,4044416,63.9,209885,4.9
13546,February 1998,New Mexico,1310799,833436,63.6,782548,59.7,50888,6.1
13547,February 1998,New York,14347926,9053560,63.1,8518256,59.4,535304,5.9
13548,February 1998,North Carolina,5900734,3980723,67.5,3834457,65.0,146266,3.7
13549,February 1998,North Dakota,486054,351261,72.3,342275,70.4,8986,2.6
13550,February 1998,Ohio,8564079,5699395,66.6,5454311,63.7,245084,4.3
13551,February 1998,Oklahoma,2525501,1624518,64.3,1559689,61.8,64829,4.0
13552,February 1998,Oregon,2568509,1772139,69.0,1675041,65.2,97098,5.5
13553,February 1998,Pennsylvania,9430782,6066676,64.3,5783276,61.3,283400,4.7
13554,February 1998,Rhode Island,797850,531613,66.6,505761,63.4,25852,4.9
